Bank,PromptName,PromptText
VMUK,IFRS9 Data by Stage,"Given the full document content provided, extract the Stage 1, Stage 2, and Stage 3 Expected Credit Loss (ECL), Balance (gross loans and advances), and Coverage (provision-to-loan ratio) for the following categories: Mortgages, Cards, Loans and Overdrafts, and Business, as reported for the latest period presented in the document. Focus specifically on tables labeled ""Gross loans and advances (1) ECL and coverage"" within the document, as these tables contain the detailed breakdown of ECL, Balance, and Coverage by stage and category. Use the following guidelines:

1. ECL refers to impairment provisions on credit exposures for each stage (1, 2, 3) and category (Mortgages, Cards, Loans and Overdrafts, Business), expressed in £m.
2. Balance refers to the gross loans and advances for each stage and category, expressed in £m.
3. Coverage is the ratio of ECL to Balance (expressed as a percentage) for each stage and category.
4. Locate and extract the data directly from tables titled ""Gross loans and advances (1) ECL and coverage."" If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data. For Stage 2, use the total values (e.g., ""Stage 2 - total"" or sum of subcategories like 0 DPD, <30 DPD, >30 DPD) unless otherwise specified. If subcategories are present, sum them for Balance and ECL, and recalculate Coverage if table percentages are inconsistent.
5. If OCR errors or inconsistencies are detected (e.g., Coverage percentages not matching ECL/Balance, unclear ECL values), prioritize calculated Coverage (ECL/Balance) over table-provided percentages, adjusting ECL or Balance where necessary to align with totals or logical consistency, and note adjustments.
6. Assume ""Unsecured"" is split into ""Cards"" and ""Loans and Overdrafts"" as separate columns within the table, and validate totals against provided aggregates where possible.
7. Return the result as a JSON string with the following structure:
   {
     ""Mortgages"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
     ""Cards"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
     ""Loans and Overdrafts"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
     ""Business"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     }
   }
8. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").
9. Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.
10. If you don't know the answer, just say that you don’t know, don’t try to make up an answer."
Yorkshire,IFRS9 Data by Stage,"Given the full document content provided, extract the Stage 1, Stage 2, and Stage 3 ECL (ECL), Balance (Gross exposure ) and Coverage (Coverage) for the following categories: Retail mortgages and Loan commitments, as reported for the latest period presented in the document. Focus specifically on tables titled  ""Staging and POCI"" within the document, as these tables contain the detailed breakdown of ECL, Gross exposure and Coverage by stage and category. Use the following guidelines:

1. ECL for each stage (1, 2, 3) and category (Retail mortgages and Loan commitments), expressed in £m.
2. Balance refers to the Gross exposure for each stage and category, expressed in £m.
3. Coverage is the ratio of ECL to Balance (expressed as a percentage) for each stage and category.
4. Locate and extract the data directly from tables that ""summarises the Group’s retail mortgage balances, loan commitments and associated impairment loss provisions "" within the document. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data. 
5. Return the result as a JSON string with the following structure:
   {
     ""Group"": {
       ""Stage 1"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 2"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""},
       ""Stage 3"": {""ECL"": ""<value>"", ""Balance"": ""<value>"", ""Coverage"": ""<value>""}
     },
   }
8. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").
9. Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.
10. If you don't know the answer, just say that you don’t know, don’t try to make up an answer."
Yorkshire,Arrears Rates,"Given the full document content provided, extract the Stage 1, Stage 2, and Stage 3 Balance (Gross exposure ) for the following categories: Group, as reported for the latest period presented in the document. Focus specifically on tables titled  ""Staging and POCI"" within the document, as these tables contain the detailed breakdown of  Gross exposure . Use the following guidelines:

2. Balance refers to the Gross exposure for each stage and category, expressed in £m.
4. Locate and extract the data directly from tables that ""summarises the Group’s retail mortgage balances, loan commitments and associated impairment loss provisions "" within the document. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data. 
6. Return the result as a JSON string with the following structure:
   {
     ""Group"": {
       ""Stage 1"": {""Balance"": ""<value>""},
       ""Stage 2"": {""Balance"": ""<value>""},
       ""Less than 30 days past due"": {""Balance"": ""<value>""},
       ""More than 30 days past due"": {"" ""Balance"": ""<value>""},
       ""Stage 3"": {"" ""Balance"": ""<value>""},
       ""Less than 30 days past due"": {""Balance"": ""<value>""},
       ""30-90 days past due"": {""Balance"": ""<value>""}'
       ""More than 90 days past due"": {""Balance"": ""<value>""}'
     }
   }
4. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").
5. Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.
6. If you don't know the answer, just say that you don’t know, don’t try to make up an answer."
Nottingham,IFRS9 Data by Stage,"Given the full document content provided, extract the Gross carrying amount,Expected credit loss allowance,Coverage by stage as well as total. Use the following guidelines:'Coverage 'is the ratio of Expected credit loss allowance to Gross carrying amount (expressed as a percentage) for each stage and category. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.  Focus on sections titled:  ""Provision for impairment losses on loans
and advances to members"" For Stage 2, use the total values (e.g., 'Stage 2 total' or sum of subcategories like up to date, 1-30 DPD, >30 DPD) unless otherwise specified. If subcategories are present, sum them for Gross carrying amount and Expected credit loss allowance and recalculate Coverage  if table percentages are inconsistent.  Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer.  Extract data for the following portfolios: Group and Society,,,,. Output the result as a JSON string with the following structure :
   {
     'Group and Society': {
       'Stage 1': {'Expected credit loss allowance': '<value>', 'Gross carrying amount': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'Expected credit loss allowance': '<value>', 'Gross carrying amount': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'Expected credit loss allowance': '<value>', 'Gross carrying amount': '<value>', 'Coverage': '<value>'}
     }
   } 
"
Nottingham,Arrears Rates,"Given the full document content provided, extract the Stage 1, Stage 2 and Stage 3 days past due for the following categories:Group and Society, as reported for the latest period presented in the document.Focus specifically on tables that  ""provides information on retail gross loans and ECL stages split by the number of DPD:"" within the document, as these tables contain the detailed breakdown of Expected Credit Loss and Gross loans by stage and category. Use the following guidelines:

1. ECL refers to Expected Credit Loss on credit exposures for each stage (1, 2, 3) and category (Group and Society), expressed in £m.
2. Balance refers to the Gross loans for each stage and category, expressed in £m.
3. Coverage is the ratio of ECL to Balance (expressed as a percentage) for each stage and category.
4. Locate and extract the data directly from tables that ""provides information on retail gross loans and ECL stages split by the number of DPD: "" within the document. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data. 
5. If OCR errors or inconsistencies are detected (e.g., Coverage percentages not matching ECL/Balance, unclear ECL values), prioritize calculated Coverage (ECL/Balance) over table-provided percentages, adjusting ECL or Balance where necessary to align with totals or logical consistency, and note adjustments.
6. Return the result as a JSON string with the following structure:
   {
     ""Group and Society"": {
       ""Stage 1 and < 30 days past due"": {""ECL"": ""<value>"", ""Balance"": ""<value>""},
       ""Stage 2 and <30 days past due"": {""ECL"": ""<value>"", ""Balance"": ""<value>""},
       ""Stage 2 and > 30 days past due"": {""ECL"": ""<value>"", ""Balance"": ""<value>""},
       ""Stage 3 and <90 days past due"": {""ECL"": ""<value>"", ""Balance"": ""<value>""},
       ""Stage 3 and > 90 days past due "": {""ECL"": ""<value>"", ""Balance"": ""<value>""}
     }
   }
4. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").
5. Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.
6. If you don't know the answer, just say that you don’t know, don’t try to make up an answer."
Nottingham,Scenario ECL,"Given the full document content provided, extract the  IFRS 9 weighted average, Base , Downside  , Severe Downside and Upside  scenario and reported ECL provision  for the following categories: Group and Society, as reported for the latest period presented in the document. Focus specifically on sections titled ""the impact of applying 100% of a particular scenario on the 31st December 2024 reported ECL position output is shown below "" within the document, as these sections contain the detailed breakdown of FRS 9 weighted average, Base , Downside  , Severe Downside and Upside  scenario and reported ECL provision. Use the following guidelines:

1. ECL refers to ECL provisions on credit exposures for each category (Group and Society), expressed in £m.
4. Locate and extract the data directly from sections titled ""the impact of applying 100% of a particular scenario "". If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data. If subcategories are present, sum them for Balance and ECL, and recalculate Coverage if table percentages are inconsistent.
5. If OCR errors or inconsistencies are detected (e.g., Coverage percentages not matching ECL/Balance, unclear ECL values), prioritize calculated Coverage (ECL/Balance) over table-provided percentages, adjusting ECL or Balance where necessary to align with totals or logical consistency, and note adjustments.

7. If both on balance sheet and off balance sheet numbers are present, show only the on balance sheet numbers. 
8. Return the result as a JSON string with the following structure:
   {
       ""Group and Society "": {
       ""IFRS 9 weighted average"": {""ECL"": ""<value>""},
       ""Base"": {""ECL"": ""<value>""},
       ""Downside "": {""ECL"": ""<value>""},
       ""Severe Downside"": {""ECL"": ""<value>""},
       ""Upside"": {""ECL"": ""<value>""}
     }
   }
9. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").
10. Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.
11. If you don't know the answer, just say that you don’t know, don’t try to make up an answer."
Nottingham,Scenario Weight,"Given the full document content provided, extract the Scenario probability weighting (%)  for the  Upside  , Base  , Downside and Severe Downside   as reported for the latest period presented in the document. Use the following guidelines:
1. Return the result as a JSON string with the following structure:
   {
       ""Scenario weights %"": {
       ""Upside "": {""Weight"": ""<value>""},
       ""Base"": {""Weight"": ""<value>""}
       ""Downside"": {""Weight"": ""<value>""}
       ""Severe Downside"": {""Weight"": ""<value>""}
     }
   }"
Leeds,Scenario ECL,"Given the full document content provided, extract the (Decrease)/increase in impairment loss provisions if scenarios are weighted 100%: for the follwoing scenarios: Central scenario, Growth scenario , Downside scenario , Alternative Downside scenario  for the following categories: Group, as reported for the latest period presented in the document. Focus specifically on sections titled ""(Decrease)/increase in impairment loss provisions if scenarios are weighted 100%:"" within the document, as these sections contain the detailed breakdown of Central scenario, Growth scenario , Downside scenario , Alternative Downside scenario  by category. Use the following guidelines:

1. ECL refers to provisions on credit exposures for each category (Reported ECL, Central scenario, Growth scenario , Downside scenario , Alternative Downside scenario), expressed in £m.
4. Locate and extract the data directly from sections titled ""(Decrease)/increase in impairment loss provisions if scenarios are weighted 100%"". If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data. If subcategories are present, sum them for Balance and ECL, and recalculate Coverage if table percentages are inconsistent.
5. If OCR errors or inconsistencies are detected (e.g., Coverage percentages not matching ECL/Balance, unclear ECL values), prioritize calculated Coverage (ECL/Balance) over table-provided percentages, adjusting ECL or Balance where necessary to align with totals or logical consistency, and note adjustments.
6. If cannot find the data by category, show the aggregate numbers. validate totals against provided aggregates where possible.
7. If both on balance sheet and off balance sheet numbers are present, show only the on balance sheet numbers.
8. Return the result as a JSON string with the following structure:
   {
       ""Group"": {
       ""Reported ECL "": {""ECL"": ""<value>""},
       ""Central scenario "": {""100% Impact"": ""<value>""},
       ""Growth scenario "": {""100% Impact"": ""<value>""},
       ""Downside scenario "": {""100% Impact"": ""<value>""},
       ""Alternative Downside scenario "": {""100% Impact"": ""<value>""}
     }
   }
9. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").
10. Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.
11. If you don't know the answer, just say that you don’t know, don’t try to make up an answer."
Leeds,Scenario Weight,"Given the full document content provided, extract the scenario weight for the  Central scenario, Upside scenario , Downside scenario , Alternative Downside scenario  as reported for the latest period presented in the document. Use the following guidelines:
1. Return the result as a JSON string with the following structure:
   {
       ""Scenario weights %"": {
       ""Central scenario "": {""Weight"": ""<value>""},
       ""Growth scenario"": {""Weight"": ""<value>""}
       ""Downside scenario"": {""Weight"": ""<value>""}
       ""Alternative Downside  scenario"": {""Weight"": ""<value>""}
     }
   }"
Coventry,Scenario ECL,"Given the full document content provided, extract the Weighted average ECL, Base scenario ECL, Upside scenario ECL, Downside scenario ECL, and Severe downside scenario ECL (Provisions) for the category **Retail analysis** (representing the total mortgage portfolio ECL), as reported for the latest period (31 December 2024) presented in the document. Focus specifically on tables within the section titled **""14. Impairment on loans and advances to customers""**, particularly the table on **page 156 under ""31 December 2024 Scenarios"" showing ""Total ECL (£m)"" by scenario** OR the table on **page 155 showing ""IFRS 9 provision £m"" for 31 December 2024**. Use the following guidelines:

1. ECL refers to provisions on credit exposures for each scenario category (Weighted average, Base, Upside, Downside, Severe downside), expressed in £m.
2. Locate and extract the data directly from the specified tables. The table on page 156 (""31 December 2024 Scenarios"") is the preferred source for ""Total ECL (£m)"". If this specific breakdown is not found, the table on page 155 (""IFRS 9 provision £m"" for 31 December 2024 scenarios) can be used.
3. If OCR errors or inconsistencies are detected (e.g., unclear ECL values), prioritize values that align with totals or logical consistency if possible, and note adjustments.
4. As Coventry Building Society's primary business is retail mortgages and savings, ""Retail analysis"" will represent the total portfolio ECLs. ""Wholesale analysis"" is not expected to be detailed in the same manner for scenario ECLs.
5. If both on balance sheet and off balance sheet numbers are present for these specific scenario ECLs, show only the on balance sheet numbers. (Note: For Coventry, the ECL tables referenced are typically aggregated).
6. Return the result as a JSON string with the following structure. If ""Wholesale analysis"" data is not found for scenario ECLs, provide an empty object for it.
   {
       ""Wholesale analysis"": {},
       ""Retail analysis"": {
           ""Weighted average ECL"": {""ECL"": ""<value>""},
           ""Base scenario ECL"": {""ECL"": ""<value>""},
           ""Upside scenario ECL"": {""ECL"": ""<value>""},
           ""Downside scenario ECL"": {""ECL"": ""<value>""},
           ""Severe downside scenario ECL"": {""ECL"": ""<value>""}
       }
   }
7. Express monetary values in £m (millions) as strings without commas (e.g., ""24.3"" for £24.3m).
8. Include a note after the JSON detailing the data source (e.g., specific table and page number), any adjustments made due to OCR errors or inconsistencies, and state that ""Retail analysis"" represents the total portfolio for Coventry Building Society as per the available scenario ECL breakdown.
9. If you don't know the answer for a specific value, use ""null"" or state that the specific breakdown is not available. Do not try to make up an answer."
Coventry,Scenario Weight,"""Given the full document content provided, extract the scenario weight for the  Central scenario, Upside scenario , Downside scenario , Alternative Downside scenario  as reported for the latest period presented in the document. Use the following guidelines:
1. Return the result as a JSON string with the following structure:
   {
       """"Scenario weights %"""": {

       """"Central """": {""""Weight"""": """"<value>""""},
       """"Upside """": {""""Weight"""": """"<value>""""}
       """"Downside """": {""""Weight"""": """"<value>""""}
       """"Alternative Downside  """": {""""Weight"""": """"<value>""""}
     }
   }"""
Yorkshire,Arrears Rates,"Given the full document content provided, extract the Stage 1, Stage 2, and Stage 3 Balance (Gross exposure ) for the following categories: Group, as reported for the latest period presented in the document. Focus specifically on tables titled  ""Staging and POCI"" within the document, as these tables contain the detailed breakdown of  Gross exposure . Use the following guidelines:

2. Balance refers to the Gross exposure for each stage and category, expressed in £m.
4. Locate and extract the data directly from tables that ""summarises the Group’s retail mortgage balances, loan commitments and associated impairment loss provisions "" within the document. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data. 
6. Return the result as a JSON string with the following structure:
   {
     ""Group"": {
       ""Stage 1"": {""Balance"": ""<value>""},
       ""Stage 2"": {""Balance"": ""<value>""},
       ""Less than 30 days past due"": {""Balance"": ""<value>""},
       ""More than 30 days past due"": {"" ""Balance"": ""<value>""},
       ""Stage 3"": {"" ""Balance"": ""<value>""},
       ""Less than 30 days past due"": {""Balance"": ""<value>""},
       ""30-90 days past due"": {""Balance"": ""<value>""}'
       ""More than 90 days past due"": {""Balance"": ""<value>""}'
     }
   }
4. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").
5. Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.
6. If you don't know the answer, just say that you don’t know, don’t try to make up an answer."
Yorkshire,Scenario Weight,"Given the full document content provided, extract the scenario probability weightings (%) for the Upside Scenario, Core Scenario,  Downside Scenario, and Severe Downside Scenario as reported for the latest period in the document. Use the following guidelines:

1. Search the document for a section or table that provides the scenario probability weightings for the scenarios labeled as ""Upside ,"" ""Core,"" ""Downside,"" and ""Severe Downside "" . This should be in the table that is found under the following text ""For completeness they have been included as a uniform adjustment across each scenario"". If the weightings are not found in the document, note that they are unavailable and refer to any previously provided data (e.g., a ""Scenario"" table with weightings for these scenarios).
Return the result as a JSON string with the following structure:
{
    ""Weighting %"": {
        ""Upside"": {""Weight"": ""<value>""},
        ""Core"": {""Weight"": ""<value>""},
        ""Downside"": {""Weight"": ""<value>""},
        ""Severe Downside"": {""Weight"": ""<value>""}
    }
}
Express the weights as percentage strings without the '%' symbol (e.g., ""10"" for 10%).
Include a note after the JSON detailing the data source (e.g., specific table or section) and any adjustments made if applicable. If the weightings are not found in the document, explicitly state this and reference any previously provided data (e.g., a ""Scenario"" table with weightings: Upside 10%, Base 55%, Downside 20%, Severe Downside 15%) that may align with the scenarios after adjusting for terminology differences.
If the required data is not found, state that the information is unavailable and explain why (e.g., missing table, lack of scenario weights)."
Klarna,IFRS9 Data by Stage,"Given the full document content provided, extract the Gross Exposures,Allowance,Coverageby stage as well as total. Use the following guidelines:'Coverage'is the ratio of Allowance to Gross Exposures (expressed as a percentage) for each stage and category. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.  Focus on sections titled:  "" Note 20, Loan to the public. Group Level."" For Stage 2, use the total values (e.g., 'Stage 2 total' or sum of subcategories like up to date, 1-30 DPD, >30 DPD) unless otherwise specified. If subcategories are present, sum them for Gross Exposures and Allowance and recalculate Coverage if table percentages are inconsistent.  Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer.  Extract data for the following portfolios: Group. Output the result as a JSON string with the following structure :
   {
     'Group': {
       'Stage 1': {'Allowance': '<value>', 'Gross Exposures': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'Allowance': '<value>', 'Gross Exposures': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'Allowance': '<value>', 'Gross Exposures': '<value>', 'Coverage': '<value>'}
     }
   } 
"
Revolut,IFRS9 Data by Stage,"Given the full document content provided, extract the Gross carrying amount,ECL,ECL Coverage % by stage as well as total. Use the following guidelines:'ECL Coverage %'is the ratio of ECL to Gross carrying amount (expressed as a percentage) for each stage and category. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.  Focus on sections titled:  "" Note 31.1 ""Credit Risk"" (specifically in the ""Credit quality analysis"" tables)"" For Stage 2, use the total values (e.g., 'Stage 2 total' or sum of subcategories like up to date, 1-30 DPD, >30 DPD) unless otherwise specified. If subcategories are present, sum them for Gross carrying amount and ECL and recalculate ECL Coverage % if table percentages are inconsistent.  Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer.  Extract data for the following portfolios: Treasury investments,Loans (including BNPL),Credit Cards. Output the result as a JSON string with the following structure :
   {
     'Treasury investments': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     },
     'Loans (including BNPL)': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     },
     'Credit Cards': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     },
   } "
Revolut,Scenario ECL,"Given the full document content provided, extract the Baseline,Optimistic,Pessimistic, and reported provisions.  Use the following guidelines: If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.  Focus on sections titled:  ""Sensitivity analysis towards macroeconomic scenarios"" 
 Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer.  Extract data for the following portfolios: Treasury investments,Loans (including BNPL),Credit Cards. Return the result as a JSON string with the following structure:
   {
       ""Treasury investments "": {
       ""100% Baseline"": {""ECL"": ""<value>""},
       ""100% Optimistic "": {""ECL"": ""<value>""}
       ""100% Pessimistic"": {""ECL"": ""<value>""}
       ""Current weights"": {""ECL"": ""<value>""}
     },
       ""Loans (including BNPL)"": {
       ""100% Baseline"": {""ECL"": ""<value>""},
       ""100% Optimistic "": {""ECL"": ""<value>""}
       ""100% Pessimistic"": {""ECL"": ""<value>""}
       ""Current weights"": {""ECL"": ""<value>""}
     },
       ""Credit Cards "": {
       ""100% Baseline"": {""ECL"": ""<value>""},
       ""100% Optimistic "": {""ECL"": ""<value>""}
       ""100% Pessimistic"": {""ECL"": ""<value>""}
       ""Current weights"": {""ECL"": ""<value>""}
     }
   }"
Revolut,Scenario Weight,"Given the full document content provided, extract the Scenario weights for the Baseline,Optimistic and Pessimistic scenario. Use the following guidelines: If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.  Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer. Output the result as a JSON string with the following structure:
   {
       ""Scenario weights %"": {
       ""Baseline "": {""Weight"": ""<value>""},
       ""Optimistic"": {""Weight"": ""<value>""}
       ""Pessimistic"": {""Weight"": ""<value>""}
     }
   }"
Monzo,IFRS9 Data by Stage,"Given the full document content provided, extract the Gross carrying amount,Impairment allowance,Coverage by stage as well as total. Use the following guidelines:ECL is defined as the Impairment allowance ,Balance is defined as Gross carrying amount,Coverageis the ratio of ECL to Balance (expressed as a percentage) for each stage and category. If multiple periods are present, identify the latest period by the most recent date (e.g., ""As at [date]"") or context (e.g., ""current period"" vs. ""prior period""), and use only that period’s data.  Focus on sections titled:  "" Analysis of overdrafts and loans by stage"" For Stage 2, use the total values (e.g., 'Stage 2 total' or sum of subcategories like up to date, 1-30 DPD, >30 DPD) unless otherwise specified. If subcategories are present, sum them for Gross carrying amount and Impairment allowance and recalculate Coverage if table percentages are inconsistent.  If overdrafts, loans or flex impairment allowance includes values for undrawn elements, add the undrawn element to the impairment by stage for each porduct and each stage and recalculate coverage. Express monetary values in £m (millions) as strings without commas (e.g., ""52370"" for £52,370m), and Coverage as a percentage string with two decimal places (e.g., ""0.84%"").  Include a note after the JSON detailing the data source (e.g., specific table), any adjustments made due to OCR errors or inconsistencies (e.g., recalculated Coverage, adjusted ECL), and validation against totals if applicable.  If you don't know the answer, just say that you don’t know, don’t try to make up an answer.  Extract data for the following portfolios: Overdrafts ,Loans,Flex. Output the result as a JSON string with the following structure :
   {
     'Overdrafts': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     },
     'Loans': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     },
     'Flex': {
       'Stage 1': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 2': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'},
       'Stage 3': {'ECL': '<value>', 'Balance': '<value>', 'Coverage': '<value>'}
     },
   } 
"
